Akkermansiaceae [Family],Prevotellaceae [Family],Bacteroidaceae [Family],Muribaculaceae [Family],Marinifilaceae [Family],Tannerellaceae [Family],Rikenellaceae [Family],Desulfovibrionaceae [Family],Deferribacteraceae [Family],Enterobacteriaceae [Family],Butyricicoccaceae [Family],Peptococcaceae [Family],Ruminococcaceae [Family],Acholeplasmataceae [Family],Anaerovoracaceae [Family],Eggerthellaceae [Family],Lachnospiraceae [Family],Bifidobacteriaceae [Family],Sutterellaceae [Family],Monoglobaceae [Family],Oscillospiraceae [Family],Lactobacillaceae [Family],Enterococcaceae [Family],Clostridiaceae [Family],Erysipelotrichaceae [Family],Erysipelatoclostridiaceae [Family]
0,16.97332375,19.91435602,121.262976,1.861841024,2.489236827,24.43957509,1.932045283,1.150344705,0,2.633631332,0,16.01880117,1.073383664,0.419457196,1.288495043,179.8216369,0,1.221803669,0,52.25335744,27.2976957,0,0,6.510282724,0
0,17.6949323,19.90738966,145.1012063,2.159627586,3.124018112,28.51611746,1.589082727,0.758734425,0.86996006,2.920065589,0.122745658,5.201476297,2.159627586,0,2.483043939,150.1178226,0,0.323416354,0,24.6207877,32.35206047,0,0.633571282,4.475171823,0
0,14.88818664,23.07115053,169.7502793,0.977024319,3.489329943,36.25247793,2.375678682,0,1.102187462,1.313496555,0,6.800688789,0,0.66686939,3.246032319,90.24993423,0,4.862769534,0.466198695,16.38588004,42.29176963,0,0,12.69026844,0
0,13.00253633,22.87725935,169.7800558,2.920967741,2.193531487,22.45163786,0.629555949,1.140381573,0.629555949,2.575466098,0,6.232402007,0,0.378241521,4.167832794,101.0732438,0,4.710852796,0,16.21135768,37.1361718,0,1.987679433,3.366805305,0.378241521
0,4.755298033,8.024940606,33.32177445,1.539217539,0,12.99897819,6.648069187,1.805485517,0,7.944827817,2.813538228,17.50156816,0,1.978673033,0.828975925,319.467931,0,0,0,47.82855568,11.59707024,0,0,1.125241741,0
3.621877855,14.94314192,13.075716,81.51449073,1.647230096,0.974285623,19.53233167,6.077014102,3.264798134,0,4.708581185,0,10.05165757,1.832947242,1.120291391,1.051246664,215.0006213,2.920195772,3.157173318,0,30.37863103,20.90175348,0,0.890904014,4.911036249,0
0,9.175857261,11.6525552,100.0296835,2.069490572,0.3898484,19.98660323,4.029824048,2.36140098,0.936392107,4.545881589,1.798615617,10.31187936,0,2.324265559,2.440675911,209.460092,0,1.92377876,0,30.05480933,11.99044188,0,0,2.282412569,0
0,10.94730972,11.91968306,74.45254413,1.216586978,0.428129617,22.83144676,4.376381856,2.145781114,0,6.420126783,1.792762482,16.24913948,0,1.265797668,0.893122383,249.7136188,0,0.679444045,0,39.69025884,8.67080616,0,0,0.98365542,0
0,16.02263616,16.52911402,128.8810556,2.517185564,2.063330723,30.04370389,1.991517367,0,0,3.975838786,0,11.46323769,1.461823259,0.026738734,2.270262571,162.7427334,1.609147974,3.129252449,0,27.44238193,33.50324658,0,0,2.06571026,0
0,12.13181546,16.4184981,119.3683269,1.185758949,1.22924406,23.09479931,4.068102469,1.641776336,0,5.470274626,2.223283545,14.19326469,0.08714666,1.112562958,0,229.2597249,0,0.746392289,0,31.12689422,18.64607251,0,0,0,0
